YouTube,#genre#
Rádio Craque Neto,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=w-wi7HXodKw
Rádio Bandeirantes,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=fYT_KJ7Y8xs
Radio La Red AM 910,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=6MdT6Q2l3Bg
TV Jornal SBT,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Q7-W95djGIg
REY DEPORTIVO,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=lEtSEiiqn1k
Web Rádio Galo,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=95SUnvzMRGE
VERDOLAGA TV,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=u9yjanAh8zE
La Secta Deportiva,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=TAy-bOx-JWY
A Spor,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=2iW-OI5_fEY
Invasión Geek,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=eCbLGQxu0ZU
Ecuador Comunicación,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=9WG_xLtCUXA
Zona Rubro Negra,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=IhY37B9UrsM
TNT Sports Argentina,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=skepJPx_N9U
Bara Bahêa,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=-RIG9mgWDKs
Rádio Transamérica Esportes,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=DTcHuRMcOhU
ECDF - El Canal del Fútbol,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Uoq08bh1k8k
Rádio Arena Futebol,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=akX5cD2cr7E
Salimos Por abajo,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=IgL0vW-K-Q0
Na Rede Oficial,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=7rUpMTfS7ns
Jorge Bermudez,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=PmTYEytRzB4
Alexandre Laureano Melo Xandymenor,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=47lOAqOqv5E
Expresso Tricolor,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=3QSqWVc37w8
Dibrou Sports Brasil,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=0g6fknnNCaA
Radio Jornal,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=RdMTUYbEWVc
Horacio Zimmermann,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Ww6mUcJFKrc
REY DEPORTIVO,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=fOQGlbjZQtE
RÁDIO BANDEIRANTES CAMPINAS,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=mRmErvIA8Kk
Nosso Palestra,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=PCgVuRKunuc
Rádio Bandeirantes POA,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=d7OYi-4qXYY
Dibrou Sports Brasil,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=yoWRY6LBqzo
Locked On Cubs,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=D5woUf3LMOg
JTBC Entertainment,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=CSdm4ebdcCE
Locked On Sports Today,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=LOBZMXKK4vE
Rádio CBN,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=is_Xcuvvf1w
ADN Chile,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=eDPCDb_Dm3Q
Rádio Arena Futebol,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Ht5LOT7wB78
Ecuador Comunicación,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=ishbj44-SSo
World Surf League,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=nmszys3OccM
El Dactar ,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=1rA8aQHUfDo
Once Inicial,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=2X2o8Jm9wUk
Rádio CBN,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=qpG8Wyinh_I
Jon The Liquidator,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=QySLFbi-nis
REY DEPORTIVO,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=qOV9bBFFq2E
BTB SPORTS OFICIAL,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=YgDT7pHqHuc
Canal EU ACREDITO!,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=6vKGE5AYcH8
Cábala Futbolera,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=gacH7qnxLFo
JC Play,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=zY0BhzYmzhY
Rádio BandNews FM,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=K47ilaCsyR4
REY DEPORTIVO,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=RBJ3E2KTgVw
REY DEPORTIVO,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=XXVXStPUCC0
Rádio Arena Futebol,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=yWJGICg4zv0
AWA Wiffle Ball,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=0SzjYzHzmcI
TV Jornal Interior,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=qTdaK8fxZZI
Diario Depor,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=-VfHf1Z6Apo
Antena 2,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=1Z274eClenU
Locked On Kentucky,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=KyK4A9CJth8
CODE Sports,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=JXqRX-33IXA
BRAVE Combat Federation,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Ti6LTg99nIA
Locked On Giants (New York),http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=JqwSQFnvvGs
三立LIVE新聞,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=oZdzzvxTfUY
Muse木棉花-闔家歡,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=UK81GCw1KE8
Lofi Girl,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=jfKfPfyJRdk
中天電視,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=oIgbl7t0S_w
Kaela Kovalskia Ch. hololive-ID,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Bbd9ZotOWok
台視新聞 TTV NEWS,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=xL0ch83RAK8
Muse木棉花-闔家歡,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=2FJcu6qsM2k
Thai Relax,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=GCXbKdVCwlg
PokerGO,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=xRvDxesFEac
民視新聞網 Formosa TV News network,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=ylYJSBUgaMA
Relaxed Mind,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=vpCdR_L8kKk
TVBS NEWS,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=m_dhMSvUCIc
民視戲劇館 Formosa TV Dramas,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=bn7glmBPmIQ
Timeless Music,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=ZxluW--lZpk
大愛電視 Tzu Chi DaAiVideo,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=oV_i3Hsl_zg
中天深喉嚨,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=WPfPjbOLNfE
三立iNEWS,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=CKjSm5ZeehE
民視戲劇館 Formosa TV Dramas,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=298QROP4xe0
On Rainy Days,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Gn5VjWlu8vs
Soft Calm Music,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=tJ_ODGkvyEE
中視新聞 HD直播頻道｜Taiwan CTV news HD Live,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=TCnaIE_SAtM
飢餓遊戲Hunger Games,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=3xe-R00ijC4
Sleepy Cat ,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=YLMhjMUx__M
台灣啟示錄,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=YKor8d0UK7c
The Good Life Radio x Sensual Musique,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=36YnV9STBqc
大愛電視 Tzu Chi DaAiVideo,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=MIqUplvSRWA
57東森財經新聞,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=WHEPzbFA3hw
民視戲劇館 Formosa TV Dramas,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=1kzVPwTeKds
Tim Janis,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=dXIyMS61B68
大陸尋奇,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=pLxy7SRblyw
豬哥會社,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=htGDPsz2BYI
公視台語台,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=6KlRR_DGhmI
華視新聞 CH52,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=wM0g8EoUZ_E
Open Heart Music - Helios 4K,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=TAhHaHsDTkk
57東森財經新聞,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=LbS-xQ67fos
鏡新聞,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=5n0y6b0Q25o
Relaxing Jazz BGM,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=prIbo7VQmH0
martin oei,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=DUNzB2euyqg
公視新聞網,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=quwqlazU-c8
中視經典綜藝,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=r_wsMgFLKys
中視經典綜藝,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=ADDSmXoPDY8
ABC News,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=w_Ma8oQLmSM
Relaxing Fire Sound,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=ZyGQMysy6sg
Lofi Girl,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=4xDzrJKXOOY
Relaxing Jazz BGM,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=RBWmdkySmFE
Tibetan Meditation Music,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=JxkrWxGtqJE
Cafe Music BGM channel,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Dx5qFachd3A
Dream Relax Música,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=-17_M3ED4p4
Joy Music - Jazz Taiwan,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=qN8hPh8Bad8
Soothing Relaxation,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=-5ajVJ1Yxlg
Cafe Music BGM channel,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=6uddGul0oAc
RELAXATION (LoFi & CHILL),http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=5e4HgmwQuxc
Matthew Chávez,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=86XzuPmMriw
Soothing Relaxation,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=2OM7adQl-YQ
Big Mouth - 纯音乐,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=4fP5TORlMzc
Cozy Jazz Music,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=CpAUJqJWgL0

Peppa Pig Deutsch - Offizieller Kanal,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=K1l0rbRdEdQ
Muse木棉花-闔家歡,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=UK81GCw1KE8
Disney Junior,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Dkkp4KfdGPY
Muse木棉花-闔家歡,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=2FJcu6qsM2k
Disney Junior,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=OjlaUkllTss
Hop Hop the Owl,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=5dyhuNPbxkM
PBS KIDS,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=E3NOvf9WNAQ
Disney XD,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Fjp2TdlTTIU
The Amazing World of Gumball,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=cOLQACygN5A
Jungle Beat,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=a5xRHBc289c
Disney Channel,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=WFDbJY0eBGI
Doggyland - Kids Songs & Nursery Rhymes,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=carDz_prVpU
Disney Junior,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=0L6EvgWotfI
Disney Junior,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=DulkvDhBx08
Hasbro,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=TZ3mxF4U__k
Disney Junior,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=UmdMTatmQTQ
Mellowbeat Seeker,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=IUT1qAhMY4w
N&T Party,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=qWf-FPFmVw0
RazNitzanMusic,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=WYetg3AuLE4
The Good Life Radio x Sensual Musique,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=9UMxZofMNbA
BGM channel,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=fEvM-OUbaKs
RazNitzanMusic,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=DPXQG8S9Xwc
Cafe Music BGM channel,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Dx5qFachd3A
Cafe Music BGM channel,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=SORD03t7nlo
Future House Radio,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=GDQnA1LVCWA
NAGASWARA RADIOTEMEN,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Is03gZsBeq0
Cafe Music BGM channel,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=6uddGul0oAc
N&T Party,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=I9Kn7uYT9Vs
Nemo's Dreamscapes,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=nR-Zen2s2Qw
DATA LIVE,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=3dVI1qu_8BI
Radio Hits Music,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=HQtFR3mhzOY
Relaxation Ambient Music,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=E5WpblyBR38
中国乐器 - Traditional Chinese Music ,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=dB2KZBsEBwM
TOKYO TONES,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=Lcdi9O2XB4E
Peaceful Relaxation 4K,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=7ZO1r1-QgTE
Love YourSelf,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=jKUAGpoFdjA
I Love You Venice,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=2gO1v2GPMFk
Explore Zen Den,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=a0i1Kg6fROg
Relaxation Ambient Music,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=tNkZsRW7h2c
Love YourSelf,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=xdckqJD4Bhk
Lofi Girl,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=jfKfPfyJRdk
Best of Mix,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=C9qudJOsgnE
Sleepy Dogs,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=BZcu8MK_jfo
Soothing Relaxation,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=2OM7adQl-YQ
OCB Relax Music,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=l6J0ylYTO4s
BGM channel,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=gzxFyqJfUeo
Sleepy Cats,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=OWTh2nbOYLk
Monstercat Silk,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=WsDyRAPFBC8
Anjunadeep,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=D4MdHQOILdw
Quiet Relaxation Music,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=QcBT3PG1kE8
Soft Calm Music,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=tJ_ODGkvyEE
Lofi Girl,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=rUxyKA_-grg
THE K-POP,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=JVocS7Yftw8
THE K-POP2,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=jCg2DzrukDo
마인드피아노 MIND PIANO,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=togqZ2E6g1k
ALL THE K-POP,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=G3NX_hzCuFM
Safari Wonders 4K,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=b3gyeQf1S_M
Relaxing Nature In 4K,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=N7oOyWgPYwM
JTBC Entertainment,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=CSdm4ebdcCE
JTBC Entertainment,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=CSdm4ebdcCE
Arirang Radio K-Pop,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=P1fX2GGdVS0
Arirang TV,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=CJVBX7KI5nU
台視新聞 TTV NEWS,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=xL0ch83RAK8
大愛電視 Tzu Chi DaAiVideo,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=DTNkEm6jaqQ
大愛電視 Tzu Chi DaAiVideo,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=oV_i3Hsl_zg
中視新聞 HD直播頻道｜Taiwan CTV news HD Live,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=TCnaIE_SAtM
華視新聞 CH52,http://127.0.0.1:9978/proxy?do=yt&proxy=127.0.0.1:10072&url=https://www.youtube.com/watch?v=wM0g8EoUZ_E
